ID,Name,State,2020 Mean,Rank,1901-2000 Mean
VA-013,Arlington County,Virginia,58.2,128,41.66
VA-015,Augusta County,Virginia,55.17,127,40.15
VA-017,Bath County,Virginia,56.25,127,41.64
VA-019,Bedford County,Virginia,68.89,129,43.42
VA-021,Bland County,Virginia,60.59,130,41.03
VA-023,Botetourt County,Virginia,60.92,128,41.42
VA-025,Brunswick County,Virginia,61.15,129,44.3
VA-027,Buchanan County,Virginia,62.15,130,44.67
VA-029,Buckingham County,Virginia,64.83,130,42.5
VA-031,Campbell County,Virginia,71.67,130,42.06
VA-033,Caroline County,Virginia,57.54,127,42.7
VA-035,Carroll County,Virginia,73.26,130,45.77
VA-036,Charles City County,Virginia,69.58,130,43.62
VA-037,Charlotte County,Virginia,62.62,128,42.49
VA-041,Chesterfield County,Virginia,65.39,129,43.19
VA-043,Clarke County,Virginia,46.29,118,37.98
VA-045,Craig County,Virginia,60.9,130,41.09
VA-047,Culpeper County,Virginia,53.24,123,40.7
VA-049,Cumberland County,Virginia,61.78,128,42.77
VA-051,Dickenson County,Virginia,59.11,129,43.94
VA-053,Dinwiddie County,Virginia,63.2,129,43.66
VA-057,Essex County,Virginia,60.64,128,43.08
VA-059,Fairfax County,Virginia,53.98,123,41.01
VA-061,Fauquier County,Virginia,50.72,121,40.16
VA-063,Floyd County,Virginia,72.65,130,45.03
VA-065,Fluvanna County,Virginia,60.35,125,42.35
VA-067,Franklin County,Virginia,72.42,130,43.36
VA-069,Frederick County,Virginia,45.02,119,36.9
VA-071,Giles County,Virginia,60.48,130,40.75
VA-073,Gloucester County,Virginia,67.07,129,44.15
VA-075,Goochland County,Virginia,60.17,127,42.77
VA-077,Grayson County,Virginia,70.88,130,45.48
VA-079,Greene County,Virginia,58.29,124,42.77
VA-081,Greensville County,Virginia,64.4,130,44.74
VA-083,Halifax County,Virginia,62.63,128,43.02
VA-085,Hanover County,Virginia,61.45,128,43.06
VA-087,Henrico County,Virginia,64.55,129,43.14
VA-089,Henry County,Virginia,71.69,130,45.03
VA-091,Highland County,Virginia,56.53,127,43.78
VA-093,Isle of Wight County,Virginia,67.71,130,46.09
VA-095,James City County,Virginia,69.83,130,44.41
VA-097,King and Queen County,Virginia,64.58,129,43.72
VA-099,King George County,Virginia,55.52,126,41.87
VA-101,King William County,Virginia,64.84,129,43.5
VA-103,Lancaster County,Virginia,62.02,128,43.6
VA-105,Lee County,Virginia,67.95,130,50.24
VA-107,Loudoun County,Virginia,46.3,114,40.06
VA-109,Louisa County,Virginia,59.37,125,42.81
VA-111,Lunenburg County,Virginia,57.76,127,43.17
VA-113,Madison County,Virginia,57,125,41.85
VA-115,Mathews County,Virginia,64.67,129,43.7
VA-117,Mecklenburg County,Virginia,63.12,128,43.73
VA-119,Middlesex County,Virginia,64.2,129,43.81
VA-121,Montgomery County,Virginia,61.18,130,40.24
VA-125,Nelson County,Virginia,63.29,126,44.28
VA-127,New Kent County,Virginia,67.43,130,43.86
VA-131,Northampton County,Virginia,57.56,129,42.3
VA-133,Northumberland County,Virginia,59.41,127,43.01
VA-135,Nottoway County,Virginia,57.81,127,43.22
VA-137,Orange County,Virginia,57.09,124,41.95
VA-139,Page County,Virginia,51.44,124,39.49
VA-141,Patrick County,Virginia,78.34,130,49.52
VA-143,Pittsylvania County,Virginia,66.65,129,43.08
VA-145,Powhatan County,Virginia,60.51,127,42.86
VA-147,Prince Edward County,Virginia,61.61,128,42.63
VA-149,Prince George County,Virginia,69.95,130,43.59
VA-153,Prince William County,Virginia,51.58,123,40.54
VA-155,Pulaski County,Virginia,65.16,130,39.66
VA-157,Rappahannock County,Virginia,50.85,122,39.4
VA-159,Richmond County,Virginia,59.58,127,43.08
VA-161,Roanoke County,Virginia,65.67,130,41.76
VA-163,Rockbridge County,Virginia,58.53,128,41.41
VA-165,Rockingham County,Virginia,48.92,120,39.06
VA-167,Russell County,Virginia,59.56,129,44.52
VA-169,Scott County,Virginia,62.73,130,46.99
VA-171,Shenandoah County,Virginia,45.29,120,36.23
VA-173,Smyth County,Virginia,63.41,130,44.84
VA-175,Southampton County,Virginia,69.19,130,46.15
VA-177,Spotsylvania County,Virginia,56.4,125,42.44
VA-179,Stafford County,Virginia,53.76,124,41.35
VA-181,Surry County,Virginia,71.51,130,44.56
VA-183,Sussex County,Virginia,68.69,130,44.61
VA-185,Tazewell County,Virginia,60.75,130,45.25
VA-187,Warren County,Virginia,48.45,123,36.95
VA-191,Washington County,Virginia,60.49,130,44.66
VA-193,Westmoreland County,Virginia,58.76,127,42.43
VA-195,Wise County,Virginia,62.7,128,47.45
VA-197,Wythe County,Virginia,66.55,130,40.17
VA-199,York County,Virginia,67.84,130,44.47
VA-510,Alexandria City,Virginia,58.47,128,41.42
VA-520,Bristol City,Virginia,60.67,130,44.47
VA-530,Buena Vista City,Virginia,58.61,127,41.6
VA-540,Charlottesville City,Virginia,57.74,124,42.93
VA-550,Chesapeake City,Virginia,61.45,127,46.61
VA-570,Colonial Heights City,Virginia,68.85,130,43.05
VA-580,Covington City,Virginia,52.52,128,38.54
VA-590,Danville City,Virginia,60.74,128,43.04
VA-595,Emporia City,Virginia,64.67,130,44.67
VA-600,Fairfax City,Virginia,54.17,123,41.28
VA-610,Falls Church City,Virginia,56.24,125,41.82
VA-620,Franklin City,Virginia,69.41,130,47.05
VA-630,Fredericksburg City,Virginia,54.42,124,41.76
VA-640,Galax City,Virginia,70.99,130,44.28
VA-650,Hampton City,Virginia,62.8,129,44.39
VA-660,Harrisonburg City,Virginia,46.9,120,37.76
VA-670,Hopewell City,Virginia,70.87,130,43.22
VA-680,Lynchburg City,Virginia,70.65,130,42.4
VA-683,Manassas City,Virginia,50.68,121,40.07
VA-685,Manassas Park City,Virginia,51.21,123,40.31
VA-690,Martinsville City,Virginia,71.45,129,44.76
VA-700,Newport News City,Virginia,65.63,130,44.95
VA-710,Norfolk City,Virginia,59.6,126,44.99
VA-720,Norton City,Virginia,61.24,127,46.88
VA-730,Petersburg City,Virginia,68.8,130,43.34
VA-735,Poquoson City,Virginia,63.39,129,43.91
VA-740,Portsmouth City,Virginia,60.94,127,45.71
VA-750,Radford City,Virginia,59.86,130,39.19
VA-760,Richmond City,Virginia,64.26,129,43.06
VA-770,Roanoke City,Virginia,64.37,130,41.17
VA-775,Salem City,Virginia,64.51,130,40.91
VA-790,Staunton City,Virginia,52.91,128,37.41
VA-800,Suffolk City,Virginia,64.37,130,47.27
VA-810,Virginia Beach City,Virginia,59.89,127,45.31
VA-820,Waynesboro City,Virginia,53.81,125,39.29
VA-830,Williamsburg City,Virginia,70.87,130,44.64
VA-840,Winchester City,Virginia,46.38,121,37.35
WA-001,Adams County,Washington,10.49,57,10.83
WA-003,Asotin County,Washington,18.12,83,17.23
WA-005,Benton County,Washington,6.41,20,8.15
WA-007,Chelan County,Washington,39.65,81,37.09
WA-009,Clallam County,Washington,98.85,103,87.92
WA-011,Clark County,Washington,66.51,66,65.7
WA-013,Columbia County,Washington,27.48,78,26.79
WA-015,Cowlitz County,Washington,82.87,90,76.44
WA-017,Douglas County,Washington,9.19,28,11.38
WA-019,Ferry County,Washington,20.62,87,18.93
WA-021,Franklin County,Washington,8.46,48,9.11
WA-023,Garfield County,Washington,20.57,82,19.5
WA-025,Grant County,Washington,6.51,25,8.27
WA-027,Grays Harbor County,Washington,103.78,91,95.08
WA-029,Island County,Washington,31.47,116,26
WA-031,Jefferson County,Washington,116.81,87,107.34
WA-033,King County,Washington,87.76,115,72.77
WA-035,Kitsap County,Washington,49.13,101,42.08
WA-037,Kittitas County,Washington,32.71,63,33.09
WA-039,Klickitat County,Washington,19.41,37,22.46
WA-041,Lewis County,Washington,76.14,82,71.95
WA-043,Lincoln County,Washington,11.43,37,12.98
WA-045,Mason County,Washington,99.85,99,88.07
WA-047,Okanogan County,Washington,23.22,80,22.58
WA-049,Pacific County,Washington,90.04,63,89.6
WA-051,Pend Oreille County,Washington,34.32,73,33.93
WA-053,Pierce County,Washington,72.26,103,63.52
WA-055,San Juan County,Washington,34.4,122,28.37
WA-057,Skagit County,Washington,91.23,113,76.31
WA-059,Skamania County,Washington,94.07,77,90.61
WA-061,Snohomish County,Washington,98.39,116,80.99
WA-063,Spokane County,Washington,20.02,69,20.03
WA-065,Stevens County,Washington,23.11,74,22.63
WA-067,Thurston County,Washington,50.42,61,50.51
WA-069,Wahkiakum County,Washington,79.62,59,82.91
WA-071,Walla Walla County,Washington,15.03,75,14.71
WA-073,Whatcom County,Washington,82.93,118,68.21
WA-075,Whitman County,Washington,18.14,81,17.3
WA-077,Yakima County,Washington,22.81,35,26.08
WV-001,Barbour County,West Virginia,54.53,115,47.64
WV-003,Berkeley County,West Virginia,39.12,82,37.73
WV-005,Boone County,West Virginia,56.66,124,45.96
WV-007,Braxton County,West Virginia,58.53,125,46.7
WV-009,Brooke County,West Virginia,38.8,56,39.49
WV-011,Cabell County,West Virginia,50.19,116,42.55
WV-013,Calhoun County,West Virginia,55.83,124,44.96
WV-015,Clay County,West Virginia,57.32,124,46.3
WV-017,Doddridge County,West Virginia,54.36,118,45.38
WV-019,Fayette County,West Virginia,57.19,125,46.8
WV-021,Gilmer County,West Virginia,54.91,116,45.86
WV-023,Grant County,West Virginia,43.11,110,38.23
WV-025,Greenbrier County,West Virginia,57.66,126,44.45
WV-027,Hampshire County,West Virginia,41.21,111,36.48
WV-029,Hancock County,West Virginia,42.52,99,38.22
WV-031,Hardy County,West Virginia,42.62,111,37.53
WV-033,Harrison County,West Virginia,52.38,115,44.47
WV-035,Jackson County,West Virginia,51.06,121,42.62
WV-037,Jefferson County,West Virginia,40.79,88,38.63
WV-039,Kanawha County,West Virginia,53.73,123,44.95
WV-041,Lewis County,West Virginia,55.7,115,47.13
WV-043,Lincoln County,West Virginia,52.97,122,44.07
WV-045,Logan County,West Virginia,59.96,129,46.27
WV-047,McDowell County,West Virginia,59.43,130,44.5
WV-049,Marion County,West Virginia,45.72,82,43.78
WV-051,Marshall County,West Virginia,47.49,101,42.82
WV-053,Mason County,West Virginia,50.64,121,41.53
WV-055,Mercer County,West Virginia,55.69,128,41.2
WV-057,Mineral County,West Virginia,38.62,93,36.12
WV-059,Mingo County,West Virginia,60.57,129,45.41
WV-061,Monongalia County,West Virginia,42.94,56,43.58
WV-063,Monroe County,West Virginia,57.94,129,40.53
WV-065,Morgan County,West Virginia,40.62,97,37.15
WV-067,Nicholas County,West Virginia,59.86,120,49.16
WV-069,Ohio County,West Virginia,40.8,62,40.74
WV-071,Pendleton County,West Virginia,49.52,125,39.23
WV-073,Pleasants County,West Virginia,49.27,109,43.03
WV-075,Pocahontas County,West Virginia,61.42,125,48.97
WV-077,Preston County,West Virginia,50.83,83,49.21
WV-079,Putnam County,West Virginia,48.64,109,43.13
WV-081,Raleigh County,West Virginia,57.84,126,45.36
WV-083,Randolph County,West Virginia,64.25,124,53.64
WV-085,Ritchie County,West Virginia,52.07,110,44.42
WV-087,Roane County,West Virginia,53.51,121,44.03
WV-089,Summers County,West Virginia,55.5,128,40.38
WV-091,Taylor County,West Virginia,48,91,44.92
WV-093,Tucker County,West Virginia,59.41,116,50.59
WV-095,Tyler County,West Virginia,51.36,115,43.97
WV-097,Upshur County,West Virginia,59.14,115,51.38
WV-099,Wayne County,West Virginia,53.67,120,43.81
WV-101,Webster County,West Virginia,66.78,122,54.66
WV-103,Wetzel County,West Virginia,51.49,111,44.87
WV-105,Wirt County,West Virginia,52.32,119,43.39
WV-107,Wood County,West Virginia,48.73,111,41.51
WV-109,Wyoming County,West Virginia,60.12,127,46.65
WI-001,Adams County,Wisconsin,35.95,103,31.5
WI-003,Ashland County,Wisconsin,30.25,43,31.84
WI-005,Barron County,Wisconsin,31.62,73,31.14
WI-007,Bayfield County,Wisconsin,30.32,71,30.07
WI-009,Brown County,Wisconsin,37.24,125,29.87
WI-011,Buffalo County,Wisconsin,31.06,60,31.15
WI-013,Burnett County,Wisconsin,27.4,40,29.67
WI-015,Calumet County,Wisconsin,39.8,127,30.15
WI-017,Chippewa County,Wisconsin,29.63,46,32.04
WI-019,Clark County,Wisconsin,29.75,49,31.77
WI-021,Columbia County,Wisconsin,37.57,116,31.17
WI-023,Crawford County,Wisconsin,34.82,77,32.79
WI-025,Dane County,Wisconsin,35.88,95,32.42
WI-027,Dodge County,Wisconsin,35.23,99,30.91
WI-029,Door County,Wisconsin,36.06,121,29.71
WI-031,Douglas County,Wisconsin,28.46,51,29.6
WI-033,Dunn County,Wisconsin,29.14,46,31.14
WI-035,Eau Claire County,Wisconsin,30.25,47,31.86
WI-037,Florence County,Wisconsin,35.84,118,29.43
WI-039,Fond du Lac County,Wisconsin,39.51,126,30.4
WI-041,Forest County,Wisconsin,38.38,122,30.45
WI-043,Grant County,Wisconsin,39.72,110,32.91
WI-045,Green County,Wisconsin,39.63,109,33.6
WI-047,Green Lake County,Wisconsin,38.53,122,30.83
WI-049,Iowa County,Wisconsin,38.14,106,32.69
WI-051,Iron County,Wisconsin,33.06,66,33
WI-053,Jackson County,Wisconsin,33.51,75,31.68
WI-055,Jefferson County,Wisconsin,34.79,81,31.99
WI-057,Juneau County,Wisconsin,36.7,106,31.65
WI-059,Kenosha County,Wisconsin,40.35,120,32.3
WI-061,Kewaunee County,Wisconsin,35.99,118,29.81
WI-063,La Crosse County,Wisconsin,33.56,74,31.69
WI-065,Lafayette County,Wisconsin,39.54,107,33.66
WI-067,Langlade County,Wisconsin,38.05,118,31.68
WI-069,Lincoln County,Wisconsin,33.41,88,31.27
WI-071,Manitowoc County,Wisconsin,38.95,127,30
WI-073,Marathon County,Wisconsin,32.99,72,31.45
WI-075,Marinette County,Wisconsin,35.99,122,29.31
WI-077,Marquette County,Wisconsin,37.3,117,30.84
WI-078,Menominee County,Wisconsin,38.8,127,30.97
WI-079,Milwaukee County,Wisconsin,36.69,113,31.05
WI-081,Monroe County,Wisconsin,33.25,70,32.07
WI-083,Oconto County,Wisconsin,37.97,128,29.84
WI-085,Oneida County,Wisconsin,35.64,104,30.9
WI-087,Outagamie County,Wisconsin,36.17,114,30.41
WI-089,Ozaukee County,Wisconsin,32.62,81,30.38
WI-091,Pepin County,Wisconsin,30.49,59,30.74
WI-093,Pierce County,Wisconsin,31.39,68,30.6
WI-095,Polk County,Wisconsin,30.25,60,30.24
WI-097,Portage County,Wisconsin,33.99,86,31.47
WI-099,Price County,Wisconsin,29.66,42,32.26
WI-101,Racine County,Wisconsin,39.95,120,31.9
WI-103,Richland County,Wisconsin,36.03,91,32.29
WI-105,Rock County,Wisconsin,37.62,99,33.06
WI-107,Rusk County,Wisconsin,29.02,44,31.58
WI-109,St. Croix County,Wisconsin,32.59,82,30.39
WI-111,Sauk County,Wisconsin,39.2,115,32
WI-113,Sawyer County,Wisconsin,29.1,41,31.09
WI-115,Shawano County,Wisconsin,36.62,116,30.94
WI-117,Sheboygan County,Wisconsin,38,123,30.13
WI-119,Taylor County,Wisconsin,30.34,50,32.16
WI-121,Trempealeau County,Wisconsin,32.95,72,31.57
WI-123,Vernon County,Wisconsin,34.46,75,32.79
WI-125,Vilas County,Wisconsin,36.34,107,31.74
WI-127,Walworth County,Wisconsin,39.22,108,33.4
WI-129,Washburn County,Wisconsin,29.97,65,30.2
WI-131,Washington County,Wisconsin,33.23,81,31.03
WI-133,Waukesha County,Wisconsin,35.12,85,31.89
WI-135,Waupaca County,Wisconsin,34.62,96,30.92
WI-137,Waushara County,Wisconsin,33.71,88,31.32
WI-139,Winnebago County,Wisconsin,38.42,126,30.19
WI-141,Wood County,Wisconsin,33.03,74,31.19
WY-001,Albany County,Wyoming,10.46,6,15.11
WY-003,Big Horn County,Wyoming,10.13,14,13.49
WY-005,Campbell County,Wyoming,10,8,14.04
WY-007,Carbon County,Wyoming,10.63,4,15.98
WY-009,Converse County,Wyoming,8.52,2,14.42
WY-011,Crook County,Wyoming,12.96,13,17.38
WY-013,Fremont County,Wyoming,10.11,9,14.64
WY-015,Goshen County,Wyoming,8.59,3,14.79
WY-017,Hot Springs County,Wyoming,8.67,9,13.26
WY-019,Johnson County,Wyoming,9.91,4,15.27
WY-021,Laramie County,Wyoming,10.28,6,15.76
WY-023,Lincoln County,Wyoming,17.86,36,19.8
WY-025,Natrona County,Wyoming,6.51,1,12.47
WY-027,Niobrara County,Wyoming,9.93,4,15.2
WY-029,Park County,Wyoming,20.51,43,21.79
WY-031,Platte County,Wyoming,8.18,2,14.24
WY-033,Sheridan County,Wyoming,13.07,6,19.37
WY-035,Sublette County,Wyoming,14.99,19,18.88
WY-037,Sweetwater County,Wyoming,6.3,7,9.43
WY-039,Teton County,Wyoming,33.82,64,34.51
WY-041,Uinta County,Wyoming,7.85,3,12.69
WY-043,Washakie County,Wyoming,7.57,4,12.23
WY-045,Weston County,Wyoming,9.49,3,14.72
