ID,Name,State,2020 Mean,Rank,1901-2000 Mean
MI-021,Berrien County,Michigan,35.58,50,36.5
MI-023,Branch County,Michigan,33.56,48,34.46
MI-025,Calhoun County,Michigan,35,72,33.73
MI-027,Cass County,Michigan,34.79,46,35.97
MI-029,Charlevoix County,Michigan,40.36,125,30.8
MI-031,Cheboygan County,Michigan,36.87,127,28.77
MI-033,Chippewa County,Michigan,37.62,114,31.88
MI-035,Clare County,Michigan,33.68,101,29.62
MI-037,Clinton County,Michigan,35.04,98,30.79
MI-039,Crawford County,Michigan,35.91,117,30.52
MI-041,Delta County,Michigan,36.74,120,30.84
MI-043,Dickinson County,Michigan,35.44,115,29.71
MI-045,Eaton County,Michigan,36.83,105,31.83
MI-047,Emmet County,Michigan,38.33,124,29.78
MI-049,Genesee County,Michigan,33.84,93,30.09
MI-051,Gladwin County,Michigan,33.3,107,28.9
MI-053,Gogebic County,Michigan,36.2,101,32.74
MI-055,Grand Traverse County,Michigan,36.69,119,30.51
MI-057,Gratiot County,Michigan,33.45,95,30.11
MI-059,Hillsdale County,Michigan,34.64,63,34.17
MI-061,Houghton County,Michigan,34.3,105,30.45
MI-063,Huron County,Michigan,31.53,85,29.67
MI-065,Ingham County,Michigan,36.26,105,30.79
MI-067,Ionia County,Michigan,36.17,105,31.76
MI-069,Iosco County,Michigan,31.92,95,28.83
MI-071,Iron County,Michigan,38.26,125,30.59
MI-073,Isabella County,Michigan,32.58,87,29.79
MI-075,Jackson County,Michigan,35.61,102,31.51
MI-077,Kalamazoo County,Michigan,35.03,60,34.59
MI-079,Kalkaska County,Michigan,38.52,127,31.36
MI-081,Kent County,Michigan,36.24,94,32.92
MI-083,Keweenaw County,Michigan,31.22,86,29.23
MI-085,Lake County,Michigan,33.95,76,32.59
MI-087,Lapeer County,Michigan,32.23,84,29.87
MI-089,Leelanau County,Michigan,37.47,123,30.24
MI-091,Lenawee County,Michigan,32.29,61,31.76
MI-093,Livingston County,Michigan,34.86,102,30.53
MI-095,Luce County,Michigan,34.34,92,31.99
MI-097,Mackinac County,Michigan,37.56,120,30.61
MI-099,Macomb County,Michigan,35.18,106,30.26
MI-101,Manistee County,Michigan,33.9,86,31.62
MI-103,Marquette County,Michigan,39.83,122,31.46
MI-105,Mason County,Michigan,31.61,68,31.09
MI-107,Mecosta County,Michigan,33.26,81,31.45
MI-109,Menominee County,Michigan,34.93,113,29.97
MI-111,Midland County,Michigan,32.38,96,29.19
MI-113,Missaukee County,Michigan,35.01,111,29.89
MI-115,Monroe County,Michigan,32.22,70,31.12
MI-117,Montcalm County,Michigan,36.66,107,31.6
MI-119,Montmorency County,Michigan,34.89,128,28.34
MI-121,Muskegon County,Michigan,34.8,92,32.13
MI-123,Newaygo County,Michigan,33.89,82,32.53
MI-125,Oakland County,Michigan,33.48,87,30.68
MI-127,Oceana County,Michigan,32.97,74,31.82
MI-129,Ogemaw County,Michigan,34.04,115,28.87
MI-131,Ontonagon County,Michigan,34.95,101,31.6
MI-133,Osceola County,Michigan,33.83,90,31.05
MI-135,Oscoda County,Michigan,33.45,114,28.78
MI-137,Otsego County,Michigan,38.79,129,30.14
MI-139,Ottawa County,Michigan,35.45,88,33.01
MI-141,Presque Isle County,Michigan,36.49,126,28.89
MI-143,Roscommon County,Michigan,33.99,112,29.59
MI-145,Saginaw County,Michigan,33.19,98,29.51
MI-147,St. Clair County,Michigan,33.74,90,30.62
MI-149,St. Joseph County,Michigan,33.64,47,34.28
MI-151,Sanilac County,Michigan,32.29,85,30.04
MI-153,Schoolcraft County,Michigan,39.74,122,31.38
MI-155,Shiawassee County,Michigan,35.68,103,30.04
MI-157,Tuscola County,Michigan,31.27,85,29.5
MI-159,Van Buren County,Michigan,36.6,71,35.47
MI-161,Washtenaw County,Michigan,34.88,108,29.86
MI-163,Wayne County,Michigan,35.75,108,30.64
MI-165,Wexford County,Michigan,35.77,101,31.91
MN-001,Aitkin County,Minnesota,26.51,53,26.99
MN-003,Anoka County,Minnesota,23.04,12,29.16
MN-005,Becker County,Minnesota,22.74,49,23.78
MN-007,Beltrami County,Minnesota,23.07,54,23.52
MN-009,Benton County,Minnesota,25.16,48,26.69
MN-011,Big Stone County,Minnesota,18.23,18,22.63
MN-013,Blue Earth County,Minnesota,31.78,89,28.89
MN-015,Brown County,Minnesota,27.22,58,27.84
MN-017,Carlton County,Minnesota,25.11,32,27.96
MN-019,Carver County,Minnesota,27.5,52,28.48
MN-021,Cass County,Minnesota,24.21,43,25.59
MN-023,Chippewa County,Minnesota,21.3,26,24.7
MN-025,Chisago County,Minnesota,25.6,32,29.23
MN-027,Clay County,Minnesota,21.99,59,21.8
MN-029,Clearwater County,Minnesota,22.84,51,23.58
MN-031,Cook County,Minnesota,25.49,23,29.24
MN-033,Cottonwood County,Minnesota,24.9,43,26.84
MN-035,Crow Wing County,Minnesota,24.96,49,25.77
MN-037,Dakota County,Minnesota,30.15,67,29.29
MN-039,Dodge County,Minnesota,32.95,86,30.28
MN-041,Douglas County,Minnesota,22.4,34,24.84
MN-043,Faribault County,Minnesota,29.01,61,29.6
MN-045,Fillmore County,Minnesota,30.66,47,32.07
MN-047,Freeborn County,Minnesota,31.87,75,30.84
MN-049,Goodhue County,Minnesota,31.31,75,29.78
MN-051,Grant County,Minnesota,21.46,37,23.49
MN-053,Hennepin County,Minnesota,25.87,36,28.93
MN-055,Houston County,Minnesota,33.7,70,32.26
MN-057,Hubbard County,Minnesota,23.46,42,25.22
MN-059,Isanti County,Minnesota,23.86,24,28.78
MN-061,Itasca County,Minnesota,25.75,57,25.4
MN-063,Jackson County,Minnesota,22.97,22,27.42
MN-065,Kanabec County,Minnesota,26.62,47,27.91
MN-067,Kandiyohi County,Minnesota,21.73,29,25.35
MN-069,Kittson County,Minnesota,21.51,74,20.26
MN-071,Koochiching County,Minnesota,22.44,32,25.59
MN-073,Lac qui Parle County,Minnesota,18.73,18,23.88
MN-075,Lake County,Minnesota,23.59,16,28.6
MN-077,Lake of the Woods County,Minnesota,19.26,22,22.9
MN-079,Le Sueur County,Minnesota,33.71,102,29.15
MN-081,Lincoln County,Minnesota,21.3,31,24.56
MN-083,Lyon County,Minnesota,23.37,50,24.82
MN-085,McLeod County,Minnesota,20.75,12,27.58
MN-087,Mahnomen County,Minnesota,19.63,26,23.01
MN-089,Marshall County,Minnesota,20.52,58,20.64
MN-091,Martin County,Minnesota,25.51,36,28.57
MN-093,Meeker County,Minnesota,19.23,12,26.12
MN-095,Mille Lacs County,Minnesota,25.3,43,27.5
MN-097,Morrison County,Minnesota,25.99,56,25.89
MN-099,Mower County,Minnesota,30.21,52,31.7
MN-101,Murray County,Minnesota,24.7,51,26.01
MN-103,Nicollet County,Minnesota,28.1,58,29
MN-105,Nobles County,Minnesota,21.87,21,27.02
MN-107,Norman County,Minnesota,19.9,42,21.47
MN-109,Olmsted County,Minnesota,32.08,75,30.98
MN-111,Otter Tail County,Minnesota,25.78,84,24.04
MN-113,Pennington County,Minnesota,20.32,53,21.27
MN-115,Pine County,Minnesota,26.52,42,28.74
MN-117,Pipestone County,Minnesota,21.39,26,24.97
MN-119,Polk County,Minnesota,19.9,41,21.14
MN-121,Pope County,Minnesota,21.74,32,24.45
MN-123,Ramsey County,Minnesota,25.38,35,29.09
MN-125,Red Lake County,Minnesota,20.27,49,21.52
MN-127,Redwood County,Minnesota,25.69,62,25.91
MN-129,Renville County,Minnesota,23.58,34,26.41
MN-131,Rice County,Minnesota,34.58,97,29.33
MN-133,Rock County,Minnesota,19.83,13,25.97
MN-135,Roseau County,Minnesota,21.17,62,21.33
MN-137,St. Louis County,Minnesota,23.76,21,27.2
MN-139,Scott County,Minnesota,30.06,67,28.89
MN-141,Sherburne County,Minnesota,23.35,25,27.68
MN-143,Sibley County,Minnesota,23.67,26,28.57
MN-145,Stearns County,Minnesota,24.64,51,25.43
MN-147,Steele County,Minnesota,34.72,100,29.65
MN-149,Stevens County,Minnesota,18.93,19,23.36
MN-151,Swift County,Minnesota,21.4,32,24.15
MN-153,Todd County,Minnesota,26.21,69,25.08
MN-155,Traverse County,Minnesota,18.75,22,22.13
MN-157,Wabasha County,Minnesota,31.34,77,30.59
MN-159,Wadena County,Minnesota,24.35,49,25.4
MN-161,Waseca County,Minnesota,34.27,98,29.22
MN-163,Washington County,Minnesota,27.37,43,29.38
MN-165,Watonwan County,Minnesota,29.32,77,28.05
MN-167,Wilkin County,Minnesota,23.08,78,22.21
MN-169,Winona County,Minnesota,32.58,64,31.84
MN-171,Wright County,Minnesota,23.31,21,27.58
MN-173,Yellow Medicine County,Minnesota,21.34,31,24.62
MS-001,Adams County,Mississippi,67.12,111,56.56
MS-003,Alcorn County,Mississippi,71.95,125,53.35
MS-005,Amite County,Mississippi,68.49,97,61.33
MS-007,Attala County,Mississippi,75.33,127,53.1
MS-009,Benton County,Mississippi,63.73,110,54.29
MS-011,Bolivar County,Mississippi,64.53,113,51.88
MS-013,Calhoun County,Mississippi,62.72,107,53.66
MS-015,Carroll County,Mississippi,67.46,116,52.96
MS-017,Chickasaw County,Mississippi,67.55,120,53.5
MS-019,Choctaw County,Mississippi,69.39,121,53.87
MS-021,Claiborne County,Mississippi,71.84,125,54.93
MS-023,Clarke County,Mississippi,75.07,127,57.48
MS-025,Clay County,Mississippi,69.8,122,52.98
MS-027,Coahoma County,Mississippi,59.91,101,51.72
MS-029,Copiah County,Mississippi,71.8,123,55.58
MS-031,Covington County,Mississippi,60.89,84,57.35
MS-033,DeSoto County,Mississippi,59.11,99,51.53
MS-035,Forrest County,Mississippi,60.23,67,59.68
MS-037,Franklin County,Mississippi,66.81,102,58.53
MS-039,George County,Mississippi,60.99,55,63.64
MS-041,Greene County,Mississippi,66.57,93,61.24
MS-043,Grenada County,Mississippi,63.82,109,52.8
MS-045,Hancock County,Mississippi,62.42,60,62.2
MS-047,Harrison County,Mississippi,57.84,44,62.46
MS-049,Hinds County,Mississippi,82.65,130,52.97
MS-051,Holmes County,Mississippi,72.09,126,52.61
MS-053,Humphreys County,Mississippi,72.13,125,52.71
MS-055,Issaquena County,Mississippi,73.07,126,52.94
MS-057,Itawamba County,Mississippi,75.7,128,53.58
MS-059,Jackson County,Mississippi,57.16,38,62.67
MS-061,Jasper County,Mississippi,73.69,125,57.73
MS-063,Jefferson County,Mississippi,67.38,115,56.12
MS-065,Jefferson Davis County,Mississippi,63.47,93,58.12
MS-067,Jones County,Mississippi,64.97,101,58.09
MS-069,Kemper County,Mississippi,66.91,121,54.11
MS-071,Lafayette County,Mississippi,65.57,110,53.71
MS-073,Lamar County,Mississippi,61.53,76,59.97
MS-075,Lauderdale County,Mississippi,66.81,114,55.85
MS-077,Lawrence County,Mississippi,65.06,98,57.82
MS-079,Leake County,Mississippi,76.74,128,54.06
MS-081,Lee County,Mississippi,70.01,123,53.24
MS-083,Leflore County,Mississippi,66.79,115,52.41
MS-085,Lincoln County,Mississippi,65.23,98,58.48
MS-087,Lowndes County,Mississippi,74.77,127,52.81
MS-089,Madison County,Mississippi,78.4,129,52.33
MS-091,Marion County,Mississippi,64.52,90,60.01
MS-093,Marshall County,Mississippi,62.22,109,53.6
MS-095,Monroe County,Mississippi,74.95,127,53.88
MS-097,Montgomery County,Mississippi,66.75,116,53.08
MS-099,Neshoba County,Mississippi,71.23,124,54.93
MS-101,Newton County,Mississippi,71.25,124,56.17
MS-103,Noxubee County,Mississippi,74.41,128,51.94
MS-105,Oktibbeha County,Mississippi,70.63,126,52.6
MS-107,Panola County,Mississippi,63.15,105,53.53
MS-109,Pearl River County,Mississippi,66.26,83,61.67
MS-111,Perry County,Mississippi,63.98,81,60.74
MS-113,Pike County,Mississippi,71.08,106,61.31
MS-115,Pontotoc County,Mississippi,67.99,117,53.59
MS-117,Prentiss County,Mississippi,72.89,125,53.78
MS-119,Quitman County,Mississippi,61.92,106,52.59
MS-121,Rankin County,Mississippi,80.08,129,53.63
MS-123,Scott County,Mississippi,77.21,129,54.67
MS-125,Sharkey County,Mississippi,73.5,128,52.84
MS-127,Simpson County,Mississippi,76.89,128,56.17
MS-129,Smith County,Mississippi,74.57,126,56.66
MS-131,Stone County,Mississippi,60.77,52,62.67
MS-133,Sunflower County,Mississippi,67.87,114,52.82
MS-135,Tallahatchie County,Mississippi,64.2,109,52.9
MS-137,Tate County,Mississippi,61.69,109,52.36
MS-139,Tippah County,Mississippi,66.89,117,54.07
MS-141,Tishomingo County,Mississippi,78.53,129,54.01
MS-143,Tunica County,Mississippi,62.38,113,51.73
MS-145,Union County,Mississippi,68.22,118,53.73
MS-147,Walthall County,Mississippi,70.21,102,61.16
MS-149,Warren County,Mississippi,76.2,130,53.12
MS-151,Washington County,Mississippi,69.62,120,53.21
MS-153,Wayne County,Mississippi,76.63,123,58.94
MS-155,Webster County,Mississippi,62.25,108,53.21
MS-157,Wilkinson County,Mississippi,63.7,86,59.2
MS-159,Winston County,Mississippi,74.07,126,53.68
MS-161,Yalobusha County,Mississippi,65.11,106,54.26
MS-163,Yazoo County,Mississippi,76.84,130,52.42
MO-001,Adair County,Missouri,37.19,65,37.06
MO-003,Andrew County,Missouri,37.58,81,35.58
MO-005,Atchison County,Missouri,25.72,8,34.44
MO-007,Audrain County,Missouri,41.16,86,38.12
MO-009,Barry County,Missouri,53.96,113,44.42
MO-011,Barton County,Missouri,44.95,94,40.73
MO-013,Bates County,Missouri,42.19,72,40.19
MO-015,Benton County,Missouri,46.92,98,41.29
MO-017,Bollinger County,Missouri,57.44,117,45.09
MO-019,Boone County,Missouri,43.5,96,38.47
MO-021,Buchanan County,Missouri,40.05,92,35.86
MO-023,Butler County,Missouri,59.75,117,47.16
MO-025,Caldwell County,Missouri,37.82,77,36.8
MO-027,Callaway County,Missouri,44.54,104,38.32
MO-029,Camden County,Missouri,47.53,109,41.25
MO-031,Cape Girardeau County,Missouri,55.9,113,44.59
MO-033,Carroll County,Missouri,41.55,89,38.08
MO-035,Carter County,Missouri,59.09,121,45.09
MO-037,Cass County,Missouri,41.59,74,39.6
MO-039,Cedar County,Missouri,46.39,97,40.94
MO-041,Chariton County,Missouri,42.61,92,38.54
MO-043,Christian County,Missouri,50.97,112,43.18
MO-045,Clark County,Missouri,36.1,67,35.6
MO-047,Clay County,Missouri,34.7,53,37
MO-049,Clinton County,Missouri,36.02,65,36.71
MO-051,Cole County,Missouri,43.9,97,38.85
MO-053,Cooper County,Missouri,40.41,80,38.8
MO-055,Crawford County,Missouri,50.64,114,40.54
MO-057,Dade County,Missouri,47.83,102,41.3
MO-059,Dallas County,Missouri,51.41,116,41.71
MO-061,Daviess County,Missouri,39.25,85,36.16
MO-063,DeKalb County,Missouri,38.7,86,35.94
MO-065,Dent County,Missouri,51.61,109,42.26
MO-067,Douglas County,Missouri,58.73,122,43.4
MO-069,Dunklin County,Missouri,54,102,47.93
MO-071,Franklin County,Missouri,47.69,106,39.37
MO-073,Gasconade County,Missouri,47.43,108,39.09
MO-075,Gentry County,Missouri,35.14,66,35.49
MO-077,Greene County,Missouri,48.85,109,41.93
MO-079,Grundy County,Missouri,36.39,69,36.22
MO-081,Harrison County,Missouri,34.8,65,35.46
MO-083,Henry County,Missouri,44.38,91,40.59
MO-085,Hickory County,Missouri,51.2,117,41.25
MO-087,Holt County,Missouri,33.01,55,35.07
MO-089,Howard County,Missouri,41.42,85,38.5
MO-091,Howell County,Missouri,57.65,121,44.82
MO-093,Iron County,Missouri,54.8,111,44.11
MO-095,Jackson County,Missouri,39.87,78,38.26
MO-097,Jasper County,Missouri,46.11,88,42.3
MO-099,Jefferson County,Missouri,50.25,114,39.74
MO-101,Johnson County,Missouri,42.46,84,40.1
MO-103,Knox County,Missouri,36.51,61,37.11
MO-105,Laclede County,Missouri,52.47,119,42.08
MO-107,Lafayette County,Missouri,42.84,90,38.86
MO-109,Lawrence County,Missouri,49.19,103,42.95
MO-111,Lewis County,Missouri,37.13,67,36.8
MO-113,Lincoln County,Missouri,44.3,100,38.31
MO-115,Linn County,Missouri,39.01,75,37.52
MO-117,Livingston County,Missouri,38.98,79,36.56
MO-119,McDonald County,Missouri,52.53,110,43.82
MO-121,Macon County,Missouri,40.31,75,37.98
MO-123,Madison County,Missouri,53.72,106,44.83
MO-125,Maries County,Missouri,47.37,110,40.17
MO-127,Marion County,Missouri,37.6,66,37.17
MO-129,Mercer County,Missouri,33.63,54,35.94
MO-131,Miller County,Missouri,44.63,96,40.39
MO-133,Mississippi County,Missouri,56.9,113,46.57
MO-135,Moniteau County,Missouri,41.47,81,39.14
MO-137,Monroe County,Missouri,38.45,67,37.69
MO-139,Montgomery County,Missouri,43.38,99,38.44
MO-141,Morgan County,Missouri,42.04,74,40.58
MO-143,New Madrid County,Missouri,55.89,110,47.47
MO-145,Newton County,Missouri,48.87,97,43.26
MO-147,Nodaway County,Missouri,29.02,27,35
MO-149,Oregon County,Missouri,56.64,114,45.65
MO-151,Osage County,Missouri,46.49,112,38.76
MO-153,Ozark County,Missouri,60.22,127,42.99
MO-155,Pemiscot County,Missouri,49.64,82,47.55
MO-157,Perry County,Missouri,49.34,103,43.09
MO-159,Pettis County,Missouri,40.94,75,39.34
MO-161,Phelps County,Missouri,49.09,110,40.63
MO-163,Pike County,Missouri,42.33,95,38.18
MO-165,Platte County,Missouri,35.7,69,35.77
MO-167,Polk County,Missouri,50.09,113,41.02
MO-169,Pulaski County,Missouri,49.32,114,41.35
MO-171,Putnam County,Missouri,35.37,59,36.27
MO-173,Ralls County,Missouri,37.87,68,37.45
MO-175,Randolph County,Missouri,42.83,96,38.26
MO-177,Ray County,Missouri,37.26,66,37.76
MO-179,Reynolds County,Missouri,57.63,118,44.58
MO-181,Ripley County,Missouri,57.66,112,46.86
MO-183,St. Charles County,Missouri,47.12,114,37.95
MO-185,St. Clair County,Missouri,46.72,101,40.9
MO-186,Ste. Genevieve County,Missouri,46.63,102,41.29
MO-187,St. Francois County,Missouri,49.24,103,42.47
MO-189,St. Louis County,Missouri,47.61,112,38.16
MO-195,Saline County,Missouri,40.33,78,38.65
MO-197,Schuyler County,Missouri,36.69,63,36.42
MO-199,Scotland County,Missouri,36.83,67,36.27
MO-201,Scott County,Missouri,55.09,111,45.61
MO-203,Shannon County,Missouri,56.67,115,44.13
MO-205,Shelby County,Missouri,38.16,63,37.76
MO-207,Stoddard County,Missouri,58.22,116,46.58
MO-209,Stone County,Missouri,53.63,115,43.08
MO-211,Sullivan County,Missouri,35.99,59,37.05
MO-213,Taney County,Missouri,59.92,126,42.59
MO-215,Texas County,Missouri,55.01,120,43.14
MO-217,Vernon County,Missouri,42.48,73,40.32
MO-219,Warren County,Missouri,46.31,104,39.5
MO-221,Washington County,Missouri,53.2,115,41
MO-223,Wayne County,Missouri,60.18,121,45.82
MO-225,Webster County,Missouri,52.73,115,42.96
MO-227,Worth County,Missouri,33.44,57,35.31
MO-229,Wright County,Missouri,54.65,119,42.87
MO-510,St. Louis City,Missouri,46.44,111,37.99
MT-001,Beaverhead County,Montana,17.97,29,21.31
MT-003,Big Horn County,Montana,12.23,19,15.55
MT-005,Blaine County,Montana,12.56,47,13.62
MT-007,Broadwater County,Montana,12.87,24,16.07
MT-009,Carbon County,Montana,15.86,43,17.58
MT-011,Carter County,Montana,10.83,18,14.32
MT-013,Cascade County,Montana,15.3,41,17.22
MT-015,Chouteau County,Montana,12.89,53,13.8
MT-017,Custer County,Montana,9.88,15,13.6
MT-019,Daniels County,Montana,11.05,29,13.28
MT-021,Dawson County,Montana,10.37,22,13.24
MT-023,Deer Lodge County,Montana,24.55,91,22.76
MT-025,Fallon County,Montana,11.54,26,14.11
MT-027,Fergus County,Montana,14.29,33,16.32
MT-029,Flathead County,Montana,37.36,71,37.1
MT-031,Gallatin County,Montana,20.97,22,24.29
MT-033,Garfield County,Montana,11.53,47,12.7
MT-035,Glacier County,Montana,23.63,56,25.39
MT-037,Golden Valley County,Montana,15.35,86,14.06
MT-039,Granite County,Montana,24.46,70,24.51
MT-041,Hill County,Montana,11.15,54,11.93
MT-043,Jefferson County,Montana,15.63,31,18.46
MT-045,Judith Basin County,Montana,15.9,21,19.78
MT-047,Lake County,Montana,26.32,83,24.94
MT-049,Lewis and Clark County,Montana,21.34,52,22.94
MT-051,Liberty County,Montana,11.64,71,11.68
MT-053,Lincoln County,Montana,30.82,56,33.34
MT-055,McCone County,Montana,11.01,33,12.79
MT-057,Madison County,Montana,19.05,18,23.09
MT-059,Meagher County,Montana,18.09,29,21.97
MT-061,Mineral County,Montana,39.29,80,38.25
MT-063,Missoula County,Montana,32.05,91,29.8
MT-065,Musselshell County,Montana,13.8,65,13.58
MT-067,Park County,Montana,24.29,42,26.21
MT-069,Petroleum County,Montana,12.01,44,13.04
MT-071,Phillips County,Montana,10.47,30,12.61
MT-073,Pondera County,Montana,16.07,64,16.61
MT-075,Powder River County,Montana,9.65,6,14.6
MT-077,Powell County,Montana,27.97,83,26.68
MT-079,Prairie County,Montana,10.34,23,12.76
MT-081,Ravalli County,Montana,31.02,86,29.54
MT-083,Richland County,Montana,9.06,13,13.66
MT-085,Roosevelt County,Montana,9.2,16,12.98
MT-087,Rosebud County,Montana,11.15,27,13.64
MT-089,Sanders County,Montana,32.54,79,31.82
MT-091,Sheridan County,Montana,9.79,11,13.81
MT-093,Silver Bow County,Montana,16.96,47,18.66
MT-095,Stillwater County,Montana,17.94,70,17.89
MT-097,Sweet Grass County,Montana,17.14,38,18.73
MT-099,Teton County,Montana,17.08,61,17.86
MT-101,Toole County,Montana,12.21,63,12.43
MT-103,Treasure County,Montana,12.38,41,13.53
MT-105,Valley County,Montana,10.69,29,12.54
MT-107,Wheatland County,Montana,14.35,38,15.96
MT-109,Wibaux County,Montana,12.07,32,14.3
MT-111,Yellowstone County,Montana,13.17,63,13.52
NE-001,Adams County,Nebraska,18.59,14,25.13
NE-003,Antelope County,Nebraska,19.82,18,24.7
NE-005,Arthur County,Nebraska,15.39,27,18.63
NE-007,Banner County,Nebraska,10.43,4,17.19
NE-009,Blaine County,Nebraska,26.14,102,22.46
NE-011,Boone County,Nebraska,21.71,29,25.42
NE-013,Box Butte County,Nebraska,10.31,6,16.87
NE-015,Boyd County,Nebraska,21.55,50,22.77
NE-017,Brown County,Nebraska,22.29,61,22.67
NE-019,Buffalo County,Nebraska,19.15,20,24.19
NE-021,Burt County,Nebraska,20.15,11,28.56
NE-023,Butler County,Nebraska,23.39,29,28.02
NE-025,Cass County,Nebraska,24.65,23,30.28
NE-027,Cedar County,Nebraska,17.99,9,26.06
NE-029,Chase County,Nebraska,12.02,5,18.91
NE-031,Cherry County,Nebraska,18.44,43,20.11
NE-033,Cheyenne County,Nebraska,10.89,3,17.67
NE-035,Clay County,Nebraska,20.58,20,26.3
NE-037,Colfax County,Nebraska,19.73,11,27.58
NE-039,Cuming County,Nebraska,20.31,13,27.78
NE-041,Custer County,Nebraska,21.32,44,22.84
NE-043,Dakota County,Nebraska,20.89,18,26.42
NE-045,Dawes County,Nebraska,9.53,2,18.01
NE-047,Dawson County,Nebraska,16.5,14,22.36
NE-049,Deuel County,Nebraska,11.67,6,18.28
NE-051,Dixon County,Nebraska,19.79,15,26.44
NE-053,Dodge County,Nebraska,20.46,9,28.77
NE-055,Douglas County,Nebraska,19.8,7,29.58
NE-057,Dundy County,Nebraska,12.77,10,18.69
NE-059,Fillmore County,Nebraska,24.75,42,27.7
NE-061,Franklin County,Nebraska,19.92,32,24.05
NE-063,Frontier County,Nebraska,15.16,12,21.24
NE-065,Furnas County,Nebraska,18.3,29,21.86
NE-067,Gage County,Nebraska,26.87,39,30.01
NE-069,Garden County,Nebraska,12.42,12,17.67
NE-071,Garfield County,Nebraska,20.34,43,22.56
NE-073,Gosper County,Nebraska,15.44,9,22.13
NE-075,Grant County,Nebraska,16.79,32,19.18
NE-077,Greeley County,Nebraska,19.62,21,24.14
NE-079,Hall County,Nebraska,20.76,26,24.8
NE-081,Hamilton County,Nebraska,21.82,28,25.91
NE-083,Harlan County,Nebraska,18.17,22,22.87
NE-085,Hayes County,Nebraska,13.04,7,20.49
NE-087,Hitchcock County,Nebraska,13.22,8,20.17
NE-089,Holt County,Nebraska,20.33,40,22.95
NE-091,Hooker County,Nebraska,20.43,68,20.35
NE-093,Howard County,Nebraska,19.95,19,24.5
NE-095,Jefferson County,Nebraska,26.13,42,28.73
NE-097,Johnson County,Nebraska,26.62,28,31.56
NE-099,Kearney County,Nebraska,18.41,15,24.36
NE-101,Keith County,Nebraska,12.65,7,18.48
NE-103,Keya Paha County,Nebraska,21.57,69,21.68
NE-105,Kimball County,Nebraska,11.98,12,16.63
NE-107,Knox County,Nebraska,19.56,19,24.61
NE-109,Lancaster County,Nebraska,26,38,29.08
NE-111,Lincoln County,Nebraska,15.18,12,20.62
NE-113,Logan County,Nebraska,22.09,76,21.3
NE-115,Loup County,Nebraska,22.27,62,22.54
NE-117,McPherson County,Nebraska,17.84,40,19.92
NE-119,Madison County,Nebraska,19.71,13,26.3
NE-121,Merrick County,Nebraska,21.8,31,25.7
NE-123,Morrill County,Nebraska,10.69,8,16.3
NE-125,Nance County,Nebraska,21.53,30,25.72
NE-127,Nemaha County,Nebraska,27.98,28,33.17
NE-129,Nuckolls County,Nebraska,22.94,41,26.53
NE-131,Otoe County,Nebraska,26.58,34,31.1
NE-133,Pawnee County,Nebraska,28.4,41,32.12
NE-135,Perkins County,Nebraska,12.56,8,18.82
NE-137,Phelps County,Nebraska,16.93,10,23.1
NE-139,Pierce County,Nebraska,18.8,11,26
NE-141,Platte County,Nebraska,21.09,17,26.45
NE-143,Polk County,Nebraska,23.37,34,26.89
NE-145,Red Willow County,Nebraska,16.71,27,20.56
NE-147,Richardson County,Nebraska,28.65,33,33.69
NE-149,Rock County,Nebraska,21.27,51,22.73
NE-151,Saline County,Nebraska,25.65,39,28.51
NE-153,Sarpy County,Nebraska,20.57,8,29.78
NE-155,Saunders County,Nebraska,21.76,15,29.16
NE-157,Scotts Bluff County,Nebraska,8.73,3,15.42
NE-159,Seward County,Nebraska,24.4,27,28.44
NE-161,Sheridan County,Nebraska,12.46,8,18.07
NE-163,Sherman County,Nebraska,19.15,19,23.71
NE-165,Sioux County,Nebraska,9.13,2,16.42
NE-167,Stanton County,Nebraska,19.64,12,26.92
NE-169,Thayer County,Nebraska,26.39,54,27.49
NE-171,Thomas County,Nebraska,26.18,106,21.22
NE-173,Thurston County,Nebraska,21.36,15,27.37
NE-175,Valley County,Nebraska,20.5,31,23.43
NE-177,Washington County,Nebraska,20.33,8,29.16
NE-179,Wayne County,Nebraska,20.59,13,26.51
NE-181,Webster County,Nebraska,20.57,30,25.45
NE-183,Wheeler County,Nebraska,19.35,22,23.63
NE-185,York County,Nebraska,23.83,34,27.47
NV-001,Churchill County,Nevada,2.69,1,6.67
NV-003,Clark County,Nevada,4.71,21,7.51
NV-005,Douglas County,Nevada,8.66,5,15.98
NV-007,Elko County,Nevada,9.69,7,14.04
NV-009,Esmeralda County,Nevada,2.27,4,5.37
NV-011,Eureka County,Nevada,5.53,1,11.32
NV-013,Humboldt County,Nevada,8.22,13,11.45
NV-015,Lander County,Nevada,5.92,3,10.33
NV-017,Lincoln County,Nevada,5.64,7,10.5
NV-019,Lyon County,Nevada,4.07,3,8.24
NV-021,Mineral County,Nevada,3.44,6,6.57
NV-023,Nye County,Nevada,3.65,3,8.28
NV-027,Pershing County,Nevada,5.46,12,8.63
NV-029,Storey County,Nevada,4.59,2,12.44
NV-031,Washoe County,Nevada,7.49,5,12.44
NV-033,White Pine County,Nevada,5.56,1,12.81
NV-510,Carson City,Nevada,6.4,3,15.13
NH-001,Belknap County,New Hampshire,41.29,50,42.25
NH-003,Carroll County,New Hampshire,46.74,66,46.74
NH-005,Cheshire County,New Hampshire,42.01,60,42.43
